Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Temp_diff,Rot_speed_rad/s,Power,Tool_Torque,Machine failure,UDI
300.6,309.5,1530,40.2,93,2,8.899999999999977,160.22122533307945,6440.893258389794,3738.6000000000004,0,2898
300.6,309.5,1550,40.2,96,2,8.899999999999977,162.31562043547262,6525.087941506,3859.2000000000003,0,2899
300.6,309.4,1410,40.6,99,1,8.799999999999955,147.65485471872026,5994.787101580043,4019.4,0,2900
300.5,309.3,1574,33.5,101,1,8.800000000000011,164.82889455834447,5521.76796770454,3383.5,0,2901
300.6,309.4,1425,40.3,103,1,8.799999999999955,149.22565104551518,6013.793737134261,4150.9,0,2902
300.6,309.4,1541,35.2,105,2,8.799999999999955,161.3731426393957,5680.334620906729,3696.0000000000005,0,2903
300.7,309.5,1733,26.7,108,2,8.800000000000011,181.47933562237037,4845.498261117289,2883.6,0,2904
300.6,309.4,2496,13.5,111,1,8.799999999999955,261.3805087786708,3528.6368685120556,1498.5,0,2905
300.6,309.4,1552,36.4,113,1,8.799999999999955,162.52505994571194,5915.912182023914,4113.2,0,2906
300.6,309.3,1409,38.7,115,1,8.699999999999989,147.5501349636006,5710.190223091344,4450.5,0,2907
300.6,309.4,1581,35.7,117,2,8.799999999999955,165.56193284418208,5910.561002537301,4176.900000000001,0,2908
300.7,309.5,1251,59.9,120,1,8.800000000000011,131.00441365469436,7847.164377916192,7188.0,0,2909
300.7,309.6,1500,44.1,122,1,8.900000000000034,157.07963267948966,6927.211801165495,5380.2,0,2910
300.6,309.5,1576,38.8,124,1,8.899999999999977,165.0383340685838,6403.487361861051,4811.2,0,2911
300.7,309.5,1352,44.0,126,2,8.800000000000011,141.58110892178001,6229.568792558321,5544.0,0,2912
300.7,309.6,1661,30.3,129,1,8.900000000000034,173.93951325375488,5270.367251588773,3908.7000000000003,0,2913
300.7,309.6,1541,34.6,131,1,8.900000000000034,161.3731426393957,5583.5107353230915,4532.6,0,2914
300.6,309.6,1888,20.5,133,0,9.0,197.71089766591763,4053.0734021513113,2726.5,0,2915
300.5,309.5,1255,62.1,138,1,9.0,131.423292675173,8161.386475128244,8569.800000000001,0,2916
300.6,309.6,1411,41.6,140,1,9.0,147.75957447383993,6146.798298111741,5824.0,0,2917
300.6,309.5,1516,39.0,142,1,8.899999999999977,158.7551487614042,6191.450801694764,5538.0,0,2918
300.6,309.5,1492,34.0,144,2,8.899999999999977,156.24187463853238,5312.223737710101,4896.0,0,2919
300.6,309.6,1726,30.0,147,1,9.0,180.74629733653276,5422.388920095983,4410.0,0,2920
300.7,309.7,1598,33.7,149,1,9.0,167.3421686812163,5639.43108455699,5021.3,0,2921
300.8,309.8,1657,31.1,151,1,9.0,173.52063423327624,5396.491724654891,4696.1,0,2922
300.8,309.7,1481,38.1,153,1,8.899999999999977,155.0899573322161,5908.927374357434,5829.3,0,2923
300.7,309.7,1397,51.3,155,2,9.0,146.2934979021647,7504.8564423810485,7951.5,0,2924
300.8,309.7,1461,44.3,158,1,8.899999999999977,152.99556222982292,6777.703406781155,6999.4,0,2925
300.7,309.6,1388,51.1,160,2,8.900000000000034,145.35102010608776,7427.437127421084,8176.0,0,2926
300.7,309.7,1507,52.4,163,1,9.0,157.81267096532727,8269.383958583148,8541.199999999999,0,2927
300.7,309.6,1421,49.8,165,2,8.900000000000034,148.80677202503654,7410.577246846819,8217.0,0,2928
300.8,309.7,1258,54.9,168,2,8.899999999999977,131.737451940532,7232.3861115352065,9223.199999999999,0,2929
300.8,309.7,1482,39.0,171,2,8.899999999999977,155.19467708733578,6052.5924064060955,6669.0,0,2930
300.7,309.6,1403,51.3,174,0,8.900000000000034,146.92181643288265,7537.0891830068795,8926.199999999999,0,2931
300.8,309.7,1373,45.4,179,1,8.899999999999977,143.78022377929287,6527.622159579896,8126.599999999999,0,2932
300.9,309.7,1460,42.1,181,1,8.800000000000011,152.89084247470325,6436.704468185007,7620.1,0,2933
300.8,309.7,1751,27.9,183,2,8.899999999999977,183.36429121452426,5115.8637248852265,5105.7,0,2934
300.8,309.6,1546,42.3,186,2,8.800000000000011,161.896741414994,6848.232161854246,7867.799999999999,0,2935
300.8,309.7,1680,28.2,189,2,8.899999999999977,175.92918860102841,4961.203118549001,5329.8,0,2936
300.9,309.7,1394,48.8,192,2,8.800000000000011,145.97933863680572,7123.791725476119,9369.599999999999,0,2937
300.7,309.6,1810,26.0,195,1,8.900000000000034,189.54275676658418,4928.111675931189,5070.0,0,2938
300.7,309.5,1479,34.5,197,1,8.800000000000011,154.88051782197678,5343.377864858199,6796.5,0,2939
300.9,309.7,1431,41.4,199,1,8.800000000000011,149.8539695762331,6203.954340456051,8238.6,0,2940
300.9,309.7,2355,14.4,201,1,8.800000000000011,246.61502330679875,3551.256335617902,2894.4,0,2941
300.7,309.6,1996,19.8,203,2,8.900000000000034,209.0206312188409,4138.60849813305,4019.4,1,2942
300.7,309.5,1461,49.9,0,1,8.800000000000011,152.99556222982292,7634.478555268163,0.0,0,2943
300.7,309.5,2007,19.7,2,0,8.800000000000011,210.17254852515714,4140.399205945596,39.4,0,2944
300.7,309.6,1505,34.9,7,1,8.900000000000034,157.60323145508795,5500.352777782569,244.29999999999998,0,2945
300.7,309.6,1925,20.5,9,0,8.900000000000034,201.58552860534505,4132.503336409573,184.5,0,2946
300.7,309.5,1622,30.5,14,2,8.800000000000011,169.85544280408814,5180.591005524689,427.0,0,2947
300.7,309.5,1592,29.0,17,1,8.800000000000011,166.71385015049836,4834.701654364452,493.0,0,2948
300.7,309.5,1850,24.5,19,1,8.800000000000011,193.73154697137056,4746.422900798579,465.5,0,2949
300.7,309.5,1470,48.7,21,2,8.800000000000011,153.93804002589985,7496.782549261323,1022.7,0,2950
300.7,309.5,1445,46.4,24,2,8.800000000000011,151.32004614790836,7021.250141262947,1113.6,0,2951
300.7,309.5,1685,31.1,27,1,8.800000000000011,176.4527873766267,5487.681687413091,839.7,0,2952
300.7,309.5,1667,30.5,29,0,8.800000000000011,174.56783178447282,5324.318869426421,884.5,0,2953
300.7,309.5,1578,35.4,34,1,8.800000000000011,165.24777357882311,5849.771184690338,1203.6,0,2954
300.6,309.4,1691,28.0,36,0,8.799999999999955,177.08110590734466,4958.270965405651,1008.0,0,2955
300.7,309.5,1439,43.8,41,2,8.800000000000011,150.6917276171904,6600.297669632939,1795.8,0,2956
300.8,309.6,1404,38.7,44,2,8.800000000000011,147.02653618800232,5689.92695047569,1702.8000000000002,0,2957
300.8,309.6,1498,45.8,47,1,8.800000000000011,156.87019316925034,7184.654847151665,2152.6,0,2958
300.8,309.5,1481,44.5,49,2,8.699999999999989,155.0899573322161,6901.503101283616,2180.5,0,2959
300.7,309.4,1589,35.0,52,2,8.699999999999989,166.39969088513936,5823.989180979877,1820.0,0,2960
300.7,309.5,1467,44.3,55,1,8.800000000000011,153.62388076054089,6805.5379176919605,2436.5,0,2961
300.6,309.4,1654,32.8,57,1,8.799999999999955,173.20647496791725,5681.1723789476855,1869.6,0,2962
300.7,309.5,1508,39.9,59,1,8.800000000000011,157.91739072044692,6300.903889745832,2354.1,0,2963
300.7,309.6,1439,43.0,61,2,8.900000000000034,150.6917276171904,6479.744287539187,2623.0,0,2964
300.7,309.5,1692,30.3,64,1,8.800000000000011,177.1858256624643,5368.730517572669,1939.2,0,2965
300.7,309.5,1838,24.9,66,2,8.800000000000011,192.47490990993464,4792.625256757372,1643.3999999999999,0,2966
300.6,309.3,1601,40.2,69,1,8.699999999999989,167.6563279465753,6739.784383452327,2773.8,0,2967
300.6,309.4,1369,51.6,71,1,8.799999999999955,143.36134475881423,7397.445389554814,3663.6,0,2968
300.6,309.4,1312,45.2,73,2,8.799999999999955,137.3923187169936,6210.132806008111,3299.6000000000004,0,2969
300.6,309.4,1468,44.1,76,1,8.799999999999955,153.72860051566053,6779.431282740629,3351.6,0,2970
300.6,309.4,1452,39.4,78,2,8.799999999999955,152.053084433746,5990.891526689592,3073.2,0,2971
300.7,309.5,1393,43.9,81,2,8.800000000000011,145.87461888168605,6403.895768906017,3555.9,0,2972
300.6,309.4,1432,44.2,84,2,8.799999999999955,149.9586893313528,6628.174068445794,3712.8,0,2973
300.6,309.3,1510,46.0,87,2,8.699999999999989,158.12683023068624,7273.834190611567,4002.0,0,2974
300.6,309.4,1521,37.2,90,2,8.799999999999955,159.27874753700252,5925.169408376494,3348.0000000000005,0,2975
300.5,309.4,1360,46.2,93,0,8.899999999999977,142.41886696273727,6579.751653678462,4296.6,0,2976
300.5,309.3,1881,25.5,98,2,8.800000000000011,196.97785938008002,5022.93541419204,2499.0,0,2977
300.4,309.3,1413,50.3,101,1,8.900000000000034,147.96901398407925,7442.841403399186,5080.299999999999,0,2978
300.5,309.4,1642,36.2,103,0,8.899999999999977,171.94983790648135,6224.584132214625,3728.6000000000004,0,2979
300.5,309.5,1542,38.5,108,1,9.0,161.47786239451537,6216.897702188841,4158.0,0,2980
300.4,309.5,1447,39.3,110,1,9.100000000000023,151.52948565814768,5955.108786365204,4323.0,0,2981
300.4,309.4,1530,40.4,112,0,9.0,160.22122533307945,6472.937503456409,4524.8,0,2982
300.5,309.5,1795,27.7,117,1,9.0,187.97196043978929,5206.823304182163,3240.9,0,2983
300.6,309.6,1290,57.4,119,1,9.0,135.0884841043611,7754.078987590327,6830.599999999999,0,2984
300.6,309.7,1639,30.4,121,1,9.099999999999966,171.63567864112235,5217.72463069012,3678.3999999999996,0,2985
300.7,309.8,1596,31.5,123,1,9.100000000000023,167.13272917097697,5264.680968885775,3874.5,0,2986
300.6,309.8,1455,48.0,125,1,9.199999999999989,152.36724369910496,7313.627697557038,6000.0,0,2987
300.6,309.8,1659,28.9,127,2,9.199999999999989,173.73007374351556,5020.799131187599,3670.2999999999997,0,2988
300.6,309.8,1532,42.5,130,2,9.199999999999989,160.43066484331877,6818.303255841048,5525.0,0,2989
300.6,309.8,1502,42.4,133,1,9.199999999999989,157.28907218972896,6669.056660844508,5639.2,0,2990
300.6,309.8,1688,28.6,135,1,9.199999999999989,176.7669466419857,5055.534673960791,3861.0,0,2991
300.5,309.7,1341,50.9,137,2,9.199999999999989,140.42919161546374,7147.845853227104,6973.3,0,2992
300.5,309.7,1685,29.4,140,2,9.199999999999989,176.4527873766267,5187.711948872825,4116.0,0,2993
300.5,309.8,1370,55.9,143,2,9.300000000000011,143.46606451393387,8019.753006328903,7993.7,0,2994
300.5,309.8,1461,52.5,146,1,9.300000000000011,152.99556222982292,8032.267017065704,7665.0,0,2995
300.5,309.8,1550,37.4,148,1,9.300000000000011,162.31562043547262,6070.604204286676,5535.2,0,2996
300.5,309.8,1508,37.8,150,2,9.300000000000011,157.91739072044692,5969.277369232893,5670.0,0,2997
300.5,309.8,1345,62.7,153,1,9.300000000000011,140.84807063594238,8831.174028873587,9593.1,0,2998
300.5,309.7,1616,34.5,155,1,9.199999999999989,169.22712427337018,5838.3357874312715,5347.5,0,2999
300.5,309.7,1395,61.0,157,1,9.199999999999989,146.08405839192537,8911.127561907448,9577.0,0,3000
300.5,309.8,1324,72.8,159,0,9.300000000000011,138.64895577842952,10093.643980669669,11575.199999999999,1,3001
300.5,309.8,1445,43.9,164,1,9.300000000000011,151.32004614790836,6642.950025893177,7199.599999999999,0,3002
300.5,309.8,1555,38.9,166,2,9.300000000000011,162.83921921107094,6334.445627310659,6457.4,0,3003
300.6,309.9,1449,42.4,169,2,9.299999999999955,151.738925168387,6433.730427139609,7165.599999999999,0,3004
300.5,309.9,1466,53.2,172,2,9.399999999999977,153.5191610054212,8167.219365488409,9150.4,0,3005
300.5,309.9,1503,37.4,175,1,9.399999999999977,157.39379194484863,5886.527818737339,6545.0,0,3006
300.4,309.7,1488,35.7,177,1,9.300000000000011,155.82299561805374,5562.880943564519,6318.900000000001,0,3007
300.4,309.7,1314,50.2,179,1,9.300000000000011,137.60175822723292,6907.608263007093,8985.800000000001,0,3008
300.4,309.7,1547,38.0,181,2,9.300000000000011,162.00146117011366,6156.055524464319,6878.0,0,3009
300.4,309.7,1466,39.8,184,2,9.300000000000011,153.5191610054212,6110.0626080157635,7323.2,0,3010
300.3,309.6,1537,37.1,187,1,9.300000000000011,160.95426361891705,5971.403180261823,6937.7,0,3011
300.2,309.5,1434,51.5,189,2,9.300000000000011,150.1681288415921,7733.658635341993,9733.5,0,3012
300.4,309.6,1432,44.7,192,1,9.200000000000045,149.9586893313528,6703.15341311147,8582.400000000001,0,3013
300.5,309.6,1390,48.4,194,1,9.100000000000023,145.56045961632708,7045.1262454302305,9389.6,0,3014
300.5,309.7,1580,42.8,196,1,9.199999999999989,165.45721308906244,7081.568720211872,8388.8,0,3015
300.5,309.7,1589,30.5,198,1,9.199999999999989,166.39969088513936,5075.190571996751,6039.0,0,3016
300.5,309.8,1441,48.8,200,1,9.300000000000011,150.90116712742972,7363.97695581857,9760.0,0,3017
300.5,309.8,1305,51.7,202,1,9.300000000000011,136.659280431156,7065.284798290765,10443.400000000001,0,3018
300.5,309.8,1566,35.9,204,2,9.300000000000011,163.9911365173872,5887.2818009741995,7323.599999999999,0,3019
300.5,309.8,1379,54.2,207,1,9.300000000000011,144.40854231001083,7826.942993202588,11219.400000000001,1,3020
300.4,309.6,1543,38.1,209,1,9.200000000000045,161.58258214963502,6156.296379901094,7962.900000000001,0,3021
300.5,309.8,1421,49.6,211,1,9.300000000000011,148.80677202503654,7380.815892441812,10465.6,0,3022
300.5,309.6,1760,30.6,213,1,9.100000000000023,184.3067690106012,5639.787131724396,6517.8,0,3023
300.4,309.5,1711,29.2,215,1,9.100000000000023,179.17550100973787,5231.924629484346,6278.0,0,3024
300.5,309.6,1465,41.6,217,1,9.100000000000023,153.41444125030156,6382.040756012545,9027.2,0,3025
300.5,309.6,1366,50.2,219,1,9.100000000000023,143.04718549345523,7180.968711771453,10993.800000000001,0,3026
300.4,309.5,1888,21.9,221,2,9.100000000000023,197.71089766591763,4329.868658883595,4839.9,0,3027
300.5,309.5,1777,23.6,0,1,9.0,186.0870048476354,4391.653314404196,0.0,0,3028
300.5,309.5,1379,55.6,2,1,9.0,144.40854231001083,8029.114952436602,111.2,0,3029
300.4,309.5,1525,51.3,4,1,9.100000000000023,159.69762655748113,8192.488242398782,205.2,0,3030
300.4,309.6,1563,34.0,6,2,9.200000000000045,163.67697725202822,5565.01722656896,204.0,0,3031
300.5,309.7,1389,43.3,9,2,9.199999999999989,145.4557398612074,6298.23353599028,389.7,0,3032
300.6,309.8,1447,42.9,12,2,9.199999999999989,151.52948565814768,6500.614934734535,514.8,0,3033
300.6,309.7,1934,22.8,15,2,9.099999999999966,202.52800640142198,4617.638545952421,342.0,0,3034
300.6,309.7,1470,43.8,18,0,9.099999999999966,153.93804002589985,6742.486153134413,788.4,0,3035
300.6,309.7,1428,42.6,23,2,9.099999999999966,149.53981031087415,6370.3959192432385,979.8000000000001,0,3036
300.4,309.6,1319,48.1,26,1,9.200000000000045,138.12535700283124,6643.829671836183,1250.6000000000001,0,3037
300.5,309.7,1887,24.3,28,1,9.199999999999989,197.60617791079798,4801.830123232391,680.4,0,3038
300.4,309.5,1349,50.4,30,1,9.100000000000023,141.26694965642102,7119.854262683619,1512.0,0,3039
300.3,309.5,1665,31.4,32,2,9.199999999999989,174.35839227423352,5474.853517410932,1004.8,0,3040
300.3,309.5,1474,38.7,35,1,9.199999999999989,154.3569190463785,5973.612767094848,1354.5,0,3041
300.4,309.5,1543,38.9,37,1,9.100000000000023,161.58258214963502,6285.562445620802,1439.3,0,3042
300.2,309.4,1459,43.9,39,2,9.199999999999989,152.7861227195836,6707.31078738972,1712.1,0,3043
300.3,309.5,1551,37.9,42,1,9.199999999999989,162.4203401905923,6155.730893223448,1591.8,0,3044
300.2,309.4,1981,21.4,44,1,9.199999999999989,207.449834892046,4439.426466689784,941.5999999999999,0,3045
300.2,309.4,1526,35.3,46,1,9.199999999999989,159.8023463126008,5641.022824834808,1623.8,0,3046
300.2,309.4,1501,40.0,48,2,9.199999999999989,157.1843524346093,6287.374097384372,1920.0,0,3047
300.2,309.4,1558,38.3,51,1,9.199999999999989,163.1533784764299,6248.774395647265,1953.3,0,3048
300.2,309.3,1532,43.2,53,1,9.100000000000023,160.43066484331877,6930.6047212313715,2289.6000000000004,0,3049
300.1,309.2,1326,55.9,55,1,9.099999999999966,138.85839528866885,7762.184296636588,3074.5,0,3050
300.2,309.2,1431,51.3,57,1,9.0,149.8539695762331,7687.508639260758,2924.1,0,3051
300.2,309.3,1366,49.3,59,1,9.100000000000023,143.04718549345523,7052.226244827342,2908.7,0,3052
300.1,309.2,1421,42.5,61,1,9.099999999999966,148.80677202503654,6324.287811064053,2592.5,0,3053
300.2,309.3,1506,35.6,63,0,9.100000000000023,157.7079512102076,5614.40306308339,2242.8,0,3054
300.2,309.3,1342,48.7,68,0,9.100000000000023,140.5339113705834,6844.001483747413,3311.6000000000004,0,3055
300.1,309.2,1427,37.6,73,1,9.099999999999966,149.4350905557545,5618.759404896369,2744.8,0,3056
300.2,309.2,1667,29.9,75,1,9.0,174.56783178447282,5219.578170355737,2242.5,0,3057
300.1,309.1,1400,46.7,77,1,9.0,146.60765716752368,6846.577589723356,3595.9,0,3058
300.0,309.0,1709,32.1,79,1,9.0,178.96606149949855,5744.810574133904,2535.9,0,3059
300.0,309.0,1368,45.8,81,2,9.0,143.25662500369455,6561.15342516921,3709.7999999999997,0,3060
300.0,309.1,1882,23.8,84,1,9.100000000000023,197.08257913519967,4690.565383417752,1999.2,0,3061
300.1,309.1,1353,58.7,86,1,9.0,141.68582867689966,8316.95814333401,5048.2,0,3062
299.9,309.0,1553,40.0,88,1,9.100000000000023,162.62977970083162,6505.191188033265,3520.0,0,3063
300.0,309.1,1431,45.4,90,1,9.100000000000023,149.8539695762331,6803.370218760983,4086.0,0,3064
300.1,309.1,1731,30.4,92,2,9.0,181.26989611213105,5510.604841808784,2796.7999999999997,0,3065
300.1,309.2,1687,27.7,95,2,9.099999999999966,176.66222688686602,4893.543684766189,2631.5,0,3066
300.1,309.2,1457,44.3,98,2,9.099999999999966,152.57668320934428,6759.147066173951,4341.4,0,3067
300.1,309.2,1533,37.0,101,1,9.099999999999966,160.5353845984384,5939.809230142221,3737.0,0,3068
300.0,309.0,1622,31.8,103,0,9.0,169.85544280408814,5401.403081170003,3275.4,0,3069
300.0,309.1,1791,28.2,108,1,9.100000000000023,187.55308141931064,5288.99689602456,3045.6,0,3070
300.0,309.1,1631,28.3,110,1,9.100000000000023,170.79792060016507,4833.5811529846715,3113.0,0,3071
300.0,309.0,2174,16.9,112,1,9.0,227.66074763014032,3847.466634949371,1892.7999999999997,0,3072
300.1,309.0,1314,58.2,114,1,8.899999999999977,137.60175822723292,8008.422328824957,6634.8,0,3073
300.1,309.1,1478,46.9,116,1,9.0,154.77579806685713,7258.984929335599,5440.4,0,3074
300.1,309.2,1783,27.3,118,1,9.099999999999966,186.71532337835336,5097.328328229047,3221.4,0,3075
300.1,309.2,1385,46.1,120,2,9.099999999999966,145.03686084072876,6686.199284757597,5532.0,0,3076
300.0,309.2,1444,43.6,123,1,9.199999999999989,151.2153263927887,6592.988230725588,5362.8,0,3077
300.1,309.3,1841,23.0,125,1,9.199999999999989,192.78906917529363,4434.148591031753,2875.0,0,3078
300.1,309.4,1349,56.2,127,2,9.299999999999955,141.26694965642102,7939.202570690862,7137.400000000001,0,3079
300.1,309.3,1340,56.0,130,1,9.199999999999989,140.3244718603441,7858.170424179269,7280.0,0,3080
299.9,309.2,1539,43.2,132,2,9.300000000000011,161.16370312915637,6962.271975179556,5702.400000000001,0,3081
300.0,309.3,1932,21.8,135,2,9.300000000000011,202.31856689118266,4410.544758227782,2943.0,0,3082
300.0,309.3,1407,43.9,138,2,9.300000000000011,147.3406954533613,6468.25653040256,6058.2,0,3083
300.1,309.3,1712,28.5,141,1,9.199999999999989,179.28022076485752,5109.486291798439,4018.5,0,3084
300.1,309.4,1329,55.2,143,0,9.299999999999955,139.17255455402784,7682.325011382337,7893.6,0,3085
300.1,309.2,1441,42.9,148,1,9.099999999999966,150.90116712742972,6473.6600697667345,6349.2,0,3086
300.0,309.2,1610,32.1,150,1,9.199999999999989,168.59880574265222,5412.021664339137,4815.0,0,3087
300.0,309.1,1474,45.2,152,2,9.100000000000023,154.3569190463785,6976.932740896308,6870.400000000001,0,3088
300.0,309.1,1624,30.8,155,2,9.100000000000023,170.06488231432746,5237.998375281286,4774.0,0,3089
300.1,309.3,1520,38.2,158,0,9.199999999999989,159.17402778188284,6080.447861267925,6035.6,0,3090
300.1,309.3,1448,45.8,163,0,9.199999999999989,151.63420541326735,6944.846607927644,7465.4,0,3091
300.0,309.3,1558,29.7,168,1,9.300000000000011,163.1533784764299,4845.655340749968,4989.599999999999,0,3092
300.0,309.3,2293,16.3,170,2,9.300000000000011,240.12239848937983,3913.9950953768916,2771.0,0,3093
300.0,309.3,1397,51.2,173,1,9.300000000000011,146.2934979021647,7490.227092590832,8857.6,0,3094
300.0,309.3,1972,22.0,175,1,9.300000000000011,206.50735709596907,4543.161856111319,3850.0,0,3095
299.9,309.2,1574,36.5,177,2,9.300000000000011,164.82889455834447,6016.254651379573,6460.5,0,3096
299.9,309.2,1560,38.9,180,1,9.300000000000011,163.36281798666923,6354.813619681433,7002.0,0,3097
299.9,309.2,1353,49.8,182,2,9.300000000000011,141.68582867689966,7055.954268109603,9063.6,0,3098
